author,author_year,translator,title,text,url
Μικέλης Άβλιχος,1844-1917,,Η πρώτη παράκληση το βράδι με την κήρυξη του πολέμου μας,"Φωτοπεριχυμένη ἡ ἐκκλησιά, 

μέσα μὲ φόβο τοῦ Θεοῦ γυρεύουνε 

- Νίκας κατὰ βαρβάρων - νὰ μᾶς δώσει 

κι ἀπ’ ὄξου κάτι βρόμικα σκυλλιά 

σκουρδουμπελοκοπώντας σκαρδακεύουνε 

χωρὶς Πατρίδα καὶ Θεὸ καὶ γνώση! 

Πέστε μου τώρα ἀνθρῶποι λογικοί,

μέσα ἢ ἀπ’ ὄξου εἶναι ἡ λογική; 

Καὶ ἐνῶ ἀπὸ μέσα ἀντηχάει τὸ Αμὴν, 

τῶν σκύλλων εἶναι τὸ Εἰρήνη ὑμῖν; 

κι ἀπὸ τὴν ἀναρχία ἔχετε τρόμο 

μὴ μοιάσουμε τὰ ζῶα χωρὶς τὸ νόμο;",https://el.wikisource.org/wiki/%CE%97_%CF%80%CF%81%CF%8E%CF%84%CE%B7_%CF%80%CE%B1%CF%81%CE%AC%CE%BA%CE%BB%CE%B7%CF%83%CE%B7_%CF%84%CE%BF_%CE%B2%CF%81%CE%AC%CE%B4%CE%B9_%CE%BC%CE%B5_%CF%84%CE%B7%CE%BD_%CE%BA%CE%AE%CF%81%CF%85%CE%BE%CE%B7_%CF%84%CE%BF%CF%85_%CF%80%CE%BF%CE%BB%CE%AD%CE%BC%CE%BF%CF%85_%CE%BC%CE%B1%CF%82
Μικέλης Άβλιχος,1844-1917,,Addio Μάτια,"Το πρόσωπό σου γύρισε,

ασήκωσ’ το κεφάλι

να ξαναϊδώ μισεύοντας

τα μαγικά σου κάλλη

που πάω στην ξένη γη,

για να χαρώ για άστρα

τα μάτια τα γλυκά σου.

Στα δάκρυα με λύπηση

αυξαίνει η ομορφιά σου

κι’ η αγάπη μου μαζί.



Γλυκά μου μάτια αφήνω σας,

γλυκά μου μάτια φεύγω,

σε ξένα πηαίνω χώματα

κι’ από το νου μου αν έβγω

δε θα ’βγετε και σεις.



Εσείς σκληρό μου κάνετε

πικρό το μισεμό.

Αφήνω γεια σας, μάτια μου,

και φεύγω με καϋμό.",https://el.wikisource.org/wiki/Addio_%CE%9C%CE%AC%CF%84%CE%B9%CE%B1
Μικέλης Άβλιχος,1844-1917,,Αηδίας άσμα ασμάτων,"Αηδίαν άοιδε, Θεά.

Έχω φαρμάκι τόσο στην ψυχή μου

μ’ αυτή τη μαύρη, την άχαρη ζωή μου,

που απορώ σταλαματιά γλυκάδα

αν ημπορή στους στίχους μου να στάξη!

κ’ ήθελε κάθε τι μια Ιλιάδα

από το νου μου νάβγη να πετάξη

σε τούτα τα χαρτιά.

Κ’ εγώ μ’ αυτήν την άπειρη αηδία μου

και την πικράδα οπού ακούω στο στόμα

να πάρω να την ρίψω στη φωτιά

για να χορτάση λάμψ’ η φαντασία μου

πριν πάω να γίνω μέσ’ το χώμα, χώμα!

Κ’ εσύ αηδία, έμπνευση μου δίνεις

σε τούτα εδώ τα λόγια που αραδιάζεις,

μαύρη χολή από τους στίχους βγάζεις

βοήθα τη ρίμα κ’ έρμο μη μ’ αφίνεις.

Τ’ άσμα σου ψάλλω εκ βαθέων ψυχής

που εγνώρισα του κόσμου τα σιχάματα

κ’ είμαι για τούτο κάπως ευτυχής,

που δεν προσφεύγω σε γελοία κλάμματα.

Και πού να στρέψω δίχως εμπροστά μου

εσύ να μη φανής, Θεά αηδία!

εσύ πώχεις γεμάτη την καρδιά μου;",https://el.wikisource.org/wiki/%CE%91%CE%B7%CE%B4%CE%AF%CE%B1%CF%82_%CE%AC%CF%83%CE%BC%CE%B1_%CE%B1%CF%83%CE%BC%CE%AC%CF%84%CF%89%CE%BD
Μικέλης Άβλιχος,1844-1917,,Άνοιξις εν μέσω χειμώνος,"Το καλοκαίρι φεύγει… πάει

με τη γαλήνη τη γλυκειά,

βορηάς τώρα ψυχρός φυσάει,

πέφτουν τα φύλλα απ’ τα κλαδιά.



Αστράφτει γύρω και βροντάει,

τώρα χιονίζουν τα βουνά,

φουσκώνει η θάλασσα, βογγάει,

δέρνει το κύμα τη στεριά.



Γλυκά πουλάκια δε λαλούνε,

κρώζουν κοράκια, γερανοί,

μαύρα τα σύγνεφα περνούνε,

πλιο δε γελούνε οι ουρανοί.



Κι’ όμως, αγάπη μου, κοντά σου

άνοιξιν έχω στην καρδιά.

Τα ρόδ’ ανθούν στα μάγουλά σου,

ήλιου θερμότη έχει η ματιά.



Τραγούδα, αγάπη μου, η λαλιά σου

φθάνει τ’ αηδόνια τα γλυκά·

μεθώ απ’ αγάπη στη θωριά σου,

τραγούδα, αγάπη μου γλυκειά.",https://el.wikisource.org/wiki/%CE%86%CE%BD%CE%BF%CE%B9%CE%BE%CE%B9%CF%82_%CE%B5%CE%BD_%CE%BC%CE%AD%CF%83%CF%89_%CF%87%CE%B5%CE%B9%CE%BC%CF%8E%CE%BD%CE%BF%CF%82
Μικέλης Άβλιχος,1844-1917,,Εις δικαστάς,"Ω σεις, που θέσιν έχετε υψηλή,

που κρίνετε του κόσμου τ' αδικήματα,

που νεύετε κι ανοίγει η φυλακή

ελεύθεροι να κάνετε ατοπήματα,



που τη ζωή το χέρι σας κρατεί

κάθε πολίτη την τιμή, τα χτήματα,

ακούσετε της Μούσας τη φωνή

που δε φοβάται φυλακή, προστίματα:



Το ζύγι της η Θέμις δε σας δίνει,

σαν άχυρο το δίκιο να ζυγίζετε

για να 'χετε καιρό για το σεργιάνι.



Κι αν δε διψάτε για δικαιοσύνη

την πλάστιγγα κάνετε τηγάνι,

που μέσα εκεί τον κόσμο να τηγανίζετε.",https://el.wikisource.org/wiki/%CE%95%CE%B9%CF%82_%CE%B4%CE%B9%CE%BA%CE%B1%CF%83%CF%84%CE%AC%CF%82
Μικέλης Άβλιχος,1844-1917,,Εις τον παπά Σκιαδά,"Ευλογημένε μου, παπα-Σκιαδά,

σε βλέπω ως και τώρα, στα γεράματα,

με την παλιά σου ευλάβεια μπροστά,

πιστόνε πάντα στ’ άγια προστάματα,

να βγαίνεις κούτσι-κούτσι, ξεσυρτά,

χωρίς να σε πειράζουν τα σκοντάματα,

ν’ αγιάζεις σαν και πρώτα ταχτικά

της Χριστιανής την πόρτα και τα πράματα!

Και μ’ όλο που σου γέρνει η αγιαστήρα

με τόση όμως ευλάβεια την ακουμπάς,

που βλέπει ζωντανή κανείς την πείρα

που μπορεί νάχη γέροντας... παπάς!

Και μου τονίζει, ως κι εμέ, τη λύρα

η αμάραντή σου, Δέσποτα... αγιαστήρα!",https://el.wikisource.org/wiki/%CE%95%CE%B9%CF%82_%CF%84%CE%BF%CE%BD_%CF%80%CE%B1%CF%80%CE%AC_%CE%A3%CE%BA%CE%B9%CE%B1%CE%B4%CE%AC
Μικέλης Άβλιχος,1844-1917,,Ερωτική επιστολή,"Η χθεσινή μαζί σου τσακωμάρα

μ’ έκαμε τη ζωή να βαρεθώ

και μού’ ρθε και στο νου να σκοτωθώ,

χωρίς ν’ ακούσω στην καρδιά τρομάρα.

Κι είπα• στον τάφο δεν είναι λαχτάρα!

και μέσα στην πολλή μου σαστισμάρα

επήρα το ξουράφι να σφαώ

και τό’ χα να το χώσω στο λαιμό,

για να τελειώσει κάθε φαωμάρα

μα δεν ηξαίρω πώς και τι και ποιό

κι’ αντίς να κάμω τέτια αντραγαθία

εβάρτηκα με μιάς να ξουριστώ…

Κι εκόπασε και τούτη η τρικυμία

κι’ αντίς να μ’ αγροικήσεις σκοτωμένονε

θάρτω να με φιλήσεις ξουρισμένονε !",https://el.wikisource.org/wiki/%CE%95%CF%81%CF%89%CF%84%CE%B9%CE%BA%CE%AE_%CE%B5%CF%80%CE%B9%CF%83%CF%84%CE%BF%CE%BB%CE%AE
Μικέλης Άβλιχος,1844-1917,,Η μεγαλοσιάνα,"Νομίζεις πως κάτι είσαι αληθινά

κ’ εμπρός σου θες να γέρνουν το κεφάλι,

γιατί μεταξωτά φορείς σκουτιά,

κ’ έχεις και τον παρά με το τσουβάλι.



Και μ’ όλον πώχεις τόση προστυχιά

στους τρόπους σου, το παίρνεις για μεγάλη…

μεγάλη αληθινά στην αλαλιά

κι’ όλον τον κόσμο παίρνεις για χαμάλη.

Μα όσα κι’ αν έχης χρήματα χιλιάδες,

κι’ αν ξέρης και πέντ’ έξη ιταλικά,

είσαι και συ σαν κάθε γυναικούλα…



Πιστεύεις εις τα ξόρκια, στους παπάδες,

κουλούρες τρως και συ στην Εκκλησιά,

και κάνεις ό,τι κάνει κάθε δούλα.",https://el.wikisource.org/wiki/%CE%97_%CE%BC%CE%B5%CE%B3%CE%B1%CE%BB%CE%BF%CF%83%CE%B9%CE%AC%CE%BD%CE%B1
Μικέλης Άβλιχος,1844-1917,,Η πιστή κόρη,"Δεν θέλω, μάνα, γέροντα να κάμω συντροφιά μου·

ας τα χαρή τα πλούτη του και τάσπρα του μαλλιά.

Δε λησμονάω το χρυσό, ξανθό ναυτόπουλό μου

με το ροδάτο πρόσωπο και τη θερμή καρδιά.

Μάνα, μακριά απ’ τα πέλαγα, εκεί που ταξιδεύει

αγαπημένα γράμματα μου στέρνει γκαρδιακά.

Η ξενητειά τα χείλη του για μένα φαρμακώνει

κ’ εμέ γι’ αυτό τα δάκρυα μου σταλάζουνε θερμά.

Θα καρτερώ ο Κώστας μου καράβι ν’ αποκτήση

με του Θεού το θέλημα, με κόπο, με δουλειά.

Με την ευχή σου, μάνα μου, ναρθή να με ζητήση

Αυτό είν’ το μόνο μου όνειρο, τα πλούτια είν’ η καρδιά.",https://el.wikisource.org/wiki/%CE%97_%CF%80%CE%B9%CF%83%CF%84%CE%AE_%CE%BA%CF%8C%CF%81%CE%B7
Μικέλης Άβλιχος,1844-1917,,Η τριανταφυλλιά μου,"Σε μια τριανταφυλλιά, που μου στολίζει

ολανθισμένη το μικρό μου ανθώνα,

έδωσα τ’ όνομά σου το χρυσό.

Μα όπως εκείνη αυτό δεν το γνωρίζει,

δεν ξέρεις και συ πόσο σ’ αγαπώ.

Συ πώχεις τα χρυσά μαλλιά κορώνα –

βασίλισσά μου, φίλημα δειλό

είν’ το μικρό μου αυτό θερμό τραγούδι,

που προς εσέ πετάει ερωτεμένο

σαν πεταλούδα σε ώμορφο λουλούδι,

για να σου πη το πόσο σ’ αγαπώ,

για να σου πη το πώς για Σε πεθαίνω!",https://el.wikisource.org/wiki/%CE%97_%CF%84%CF%81%CE%B9%CE%B1%CE%BD%CF%84%CE%B1%CF%86%CF%85%CE%BB%CE%BB%CE%B9%CE%AC_%CE%BC%CE%BF%CF%85
